CustomerKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
16471,VANESSA,HAYES,8/17/1913,M,F,"$10,000 ",4,High School,Manual,N
16472,OLIVIA,ROBINSON,3/14/1974,S,F,"$20,000 ",0,Partial High School,Manual,N
16473,DAWN,ANDERSEN,3/3/1973,S,F,"$10,000 ",0,Partial High School,Manual,N
16474,JAY,SERRANO,4/21/1973,M,M,"$10,000 ",0,Partial High School,Manual,N
16475,KURT,ANAND,12/13/1973,S,M,"$20,000 ",0,Partial High School,Manual,N
16476,SHAWN,XIE,12/11/1973,S,M,"$30,000 ",0,Partial College,Clerical,N
16477,ANNA,GONZALES,5/4/1977,S,F,"$40,000 ",0,Partial High School,Clerical,N
16478,ADRIAN,GRAY,1/21/1977,S,M,"$70,000 ",0,Partial College,Skilled Manual,N
16479,VICTORIA,BROOKS,5/9/1976,S,F,"$60,000 ",0,Partial College,Skilled Manual,Y
16480,ALAN,ZHOU,2/8/1949,M,M,"$20,000 ",2,Partial High School,Clerical,Y
16481,MADISON,BRYANT,6/17/1949,S,F,"$20,000 ",2,Partial High School,Clerical,Y
16482,TABITHA,ARTHUR,5/15/1950,M,F,"$30,000 ",3,Partial College,Clerical,N
16483,WARREN,JAI,10/17/1950,M,M,"$40,000 ",2,Bachelors,Management,Y
16484,DUSTIN,LAL,2/7/1950,M,M,"$40,000 ",2,Partial College,Clerical,N
16485,IAN,FOSTER,4/23/1980,S,M,"$40,000 ",0,Partial High School,Clerical,Y
16486,RACHAEL,MADAN,5/16/1951,M,F,"$30,000 ",3,High School,Skilled Manual,N
16487,BRIANNA,GRIFFIN,5/17/1951,S,F,"$30,000 ",3,High School,Skilled Manual,Y
16488,JOEL,RODRIGUEZ,4/28/1951,M,M,"$30,000 ",3,High School,Skilled Manual,Y
16489,FREDERICK,GARCIA,7/6/1951,M,M,"$30,000 ",3,High School,Skilled Manual,Y
16490,MEGAN,ROBINSON,5/17/1980,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y
16492,THEODORE,SANZ,3/24/1952,M,M,"$40,000 ",2,Partial College,Clerical,N
16493,BRENDA,FERNANDEZ,11/5/1953,M,F,"$40,000 ",3,Partial College,Skilled Manual,Y
16494,JORDYN,SIMMONS,11/25/1954,S,F,"$80,000 ",2,Partial College,Skilled Manual,N
16495,MONIQUE,RAMOS,8/8/1954,S,F,"$80,000 ",2,Partial College,Skilled Manual,N
16496,DAWN,TANG,5/18/1954,S,F,"$80,000 ",2,Partial College,Skilled Manual,Y
16497,JULIA,PETERSON,7/7/1975,S,F,"$30,000 ",0,Partial College,Skilled Manual,Y
16498,HUNTER,JONES,11/9/1975,S,M,"$30,000 ",0,Partial College,Skilled Manual,Y
16499,DANIELLE,KELLY,10/17/1975,S,F,"$30,000 ",0,High School,Skilled Manual,Y
16500,CHLOE,PERRY,2/20/1975,S,F,"$30,000 ",0,High School,Skilled Manual,N
16501,VANESSA,WOOD,7/27/1975,S,F,"$30,000 ",0,High School,Skilled Manual,Y
16502,JACKSON,PARKER,2/13/1975,S,M,"$30,000 ",0,High School,Skilled Manual,Y
16503,CHRISTIAN,ANDERSON,3/2/1975,M,M,"$60,000 ",0,Partial College,Skilled Manual,Y
16504,JUSTIN,RUSSELL,8/5/1974,S,M,"$30,000 ",0,High School,Skilled Manual,N
16505,ERIN,GRAY,8/7/1974,S,F,"$30,000 ",0,High School,Skilled Manual,Y
16506,CATHERINE,MURPHY,12/13/1973,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y
16508,BRENT,ZHU,8/14/1939,M,M,"$10,000 ",2,Bachelors,Clerical,Y
16509,VERONICA,SAI,5/2/1941,M,F,"$30,000 ",1,Bachelors,Clerical,Y
16510,BRAD,NARA,12/5/1942,M,M,"$10,000 ",3,Partial College,Manual,Y
16511,JOE,RAMAN,6/20/1942,M,M,"$30,000 ",1,Bachelors,Clerical,Y
16512,RICARDO,SHARMA,4/7/1942,S,M,"$40,000 ",1,Graduate Degree,Clerical,Y
16513,RONNIE,WAGNER,5/14/1943,S,M,"$10,000 ",3,Partial College,Manual,Y
16514,MANUEL,FERNANDEZ,1/11/1980,S,M,"$10,000 ",0,Partial College,Manual,Y
16515,TROY,SAI,2/4/1980,M,M,"$10,000 ",0,Partial College,Manual,N
16516,MELVIN,SHE,7/27/1980,M,M,"$20,000 ",0,Bachelors,Clerical,Y
16517,KATRINA,RAJI,3/19/1976,M,F,"$10,000 ",1,High School,Manual,Y
16518,KRYSTAL,HOLT,6/19/1976,S,F,"$10,000 ",1,High School,Manual,N
16519,YOLANDA,CHANDER,8/14/1976,S,F,"$10,000 ",1,High School,Manual,N
16520,MISTY,RAJI,10/23/1976,M,F,"$10,000 ",1,High School,Manual,Y
16521,TONYA,SHE,8/11/1979,S,F,"$10,000 ",1,High School,Manual,N
16522,CASEY,PAL,7/5/1979,M,F,"$10,000 ",1,High School,Manual,Y
16523,SANDRA,HUANG,1/11/1979,M,F,"$20,000 ",0,Bachelors,Clerical,Y
16524,DAMIEN,HUANG,7/24/1979,M,M,"$20,000 ",0,Bachelors,Clerical,Y
16525,MARTHA,LIANG,5/25/1978,M,F,"$20,000 ",0,Bachelors,Clerical,N
16526,ARTHUR,PEREZ,10/25/1978,S,M,"$20,000 ",0,Bachelors,Clerical,Y
16527,CORY,ARUN,6/20/1978,S,M,"$20,000 ",0,Bachelors,Clerical,Y
16528,DOMINIQUE,GARCIA,8/25/1978,S,F,"$20,000 ",0,Bachelors,Clerical,Y
16529,JONATHON,GUTIERREZ,7/28/1977,M,M,"$20,000 ",0,Bachelors,Clerical,Y
16530,PRISCILLA,CHANDER,10/18/1943,M,F,"$30,000 ",1,Bachelors,Clerical,Y
16531,LACEY,GAO,6/25/1943,S,F,"$30,000 ",1,Bachelors,Clerical,Y
16532,TOMMY,SHARMA,6/24/1961,S,M,"$20,000 ",1,Partial College,Manual,N
16533,KRISTEN,CAI,5/24/1961,M,F,"$20,000 ",1,Partial College,Manual,Y
16534,CLAUDIA,HOLT,2/5/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y
16535,COLIN,CHEN,5/12/1960,S,M,"$10,000 ",1,High School,Manual,N
16536,MEGHAN,JIMENEZ,7/22/1960,S,F,"$10,000 ",1,High School,Manual,N
16537,ARTHUR,DOMINGUEZ,10/13/1960,S,M,"$20,000 ",1,Partial College,Manual,N
16538,STACEY,LIANG,1/13/1960,S,F,"$20,000 ",1,Partial College,Manual,N
16539,CHRISTY,LI,1/11/1960,S,F,"$20,000 ",1,Partial College,Manual,N
16540,THEODORE,BROWNING,9/15/1960,M,M,"$20,000 ",1,Partial College,Manual,Y
16541,MICAH,HU,12/28/1960,S,M,"$20,000 ",1,Partial College,Manual,N
16542,JÉSUS,ORTEGA,6/9/1960,M,M,"$20,000 ",1,Partial College,Manual,Y
16543,JENNY,MCDONALD,6/10/1960,M,F,"$20,000 ",1,Partial College,Manual,Y
16544,EDUARDO,MORGAN,4/8/1959,M,M,"$10,000 ",1,High School,Manual,Y
16545,ALICIA,PAL,1/12/1959,M,F,"$10,000 ",1,High School,Manual,Y
16546,TERRANCE,JORDAN,8/28/1959,M,M,"$20,000 ",2,Partial College,Manual,Y
16547,JAKE,YANG,2/15/1958,M,M,"$20,000 ",2,Partial College,Manual,Y
16549,LINDA,MORENO,8/6/1959,S,F,"$30,000 ",3,Bachelors,Clerical,Y
16550,FREDERICK,MADAN,2/22/1959,M,M,"$30,000 ",0,Bachelors,Clerical,Y
16551,CHRISTY,SHAN,11/14/1959,S,F,"$30,000 ",0,Bachelors,Clerical,Y
16552,JOE,SANCHEZ,7/10/1959,M,M,"$30,000 ",0,Bachelors,Clerical,Y
16553,GABRIELLA,ROBERTS,3/5/1959,M,F,"$40,000 ",3,Graduate Degree,Clerical,Y
16554,CASEY,CHANDER,8/17/1958,S,F,"$30,000 ",1,Bachelors,Clerical,Y
16555,MATHEW,VAZQUEZ,6/21/1970,M,M,"$10,000 ",1,High School,Manual,Y
16556,ANGELICA,BUTLER,1/6/1970,S,F,"$20,000 ",0,Partial College,Manual,N
16557,DEREK,CHANDER,4/17/1970,S,M,"$20,000 ",0,Partial College,Manual,Y
16558,PRESTON,SARA,4/17/1970,S,M,"$20,000 ",0,Partial College,Manual,N
16559,CANDACE,MARTINEZ,10/23/1969,S,F,"$10,000 ",2,High School,Manual,Y
16560,KELVIN,SUN,10/14/1970,S,M,"$30,000 ",0,Bachelors,Clerical,Y
16561,KURT,YUAN,12/6/1970,M,M,"$30,000 ",0,Bachelors,Clerical,Y
16562,COLLEEN,ZHANG,9/10/1970,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y
16563,MACKENZIE,BAKER,8/27/1919,S,F,"$20,000 ",2,Graduate Degree,Clerical,Y
16564,SUSAN,WU,8/7/1969,S,F,"$20,000 ",0,Partial College,Manual,Y
16565,COREY,ANAND,4/8/1969,M,M,"$40,000 ",0,Graduate Degree,Clerical,Y
16566,ASHLEE,SHEN,1/22/1969,S,F,"$40,000 ",0,Graduate Degree,Clerical,Y
16567,ERICK,LOPEZ,9/10/1969,S,M,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
16568,CAROLINE,COLEMAN,2/13/1922,M,F,"$40,000 ",1,Graduate Degree,Clerical,Y
16569,COLLEEN,LI,9/12/1952,S,F,"$10,000 ",3,Partial College,Manual,Y
16570,JULIE,SHE,3/20/1952,M,F,"$20,000 ",2,Partial College,Manual,Y
16571,AUDREY,TORRES,9/9/1951,M,F,"$20,000 ",2,Partial College,Manual,Y
16572,JON,XU,5/17/1968,S,M,"$10,000 ",2,High School,Manual,Y
16573,RUBEN,DOMINGUEZ,2/10/1968,S,M,"$20,000 ",1,Partial College,Manual,N
16574,JOE,GOMEZ,3/12/1968,S,M,"$20,000 ",1,Partial College,Manual,N
16575,VERONICA,VANCE,9/3/1944,S,F,"$170,000 ",3,Graduate Degree,Management,N
16576,COREY,BECK,10/12/1946,S,M,"$90,000 ",5,Partial College,Professional,Y
16577,LEAH,CHEN,4/3/1946,S,F,"$90,000 ",5,Partial College,Professional,N
16578,STEFANIE,WEBER,12/5/1946,S,F,"$100,000 ",2,Bachelors,Management,Y
16579,ZACHARY,DAVIS,6/20/1953,M,M,"$70,000 ",4,High School,Professional,Y
16580,DAWN,CHEN,7/4/1954,M,F,"$100,000 ",3,High School,Professional,N
16581,KENNETH,BECKER,7/23/1954,S,M,"$100,000 ",3,High School,Professional,Y
16582,FRANK,TORRES,10/4/1954,M,M,"$100,000 ",3,High School,Professional,Y
16583,JUSTIN,MARTINEZ,5/5/1954,M,M,"$100,000 ",3,High School,Professional,Y
16584,DEVIN,GRAY,5/3/1954,S,M,"$170,000 ",0,High School,Professional,N
16585,VINCENT,SUN,5/6/1954,M,M,"$170,000 ",0,Partial High School,Professional,Y
16586,LEONARD,CHANDER,6/23/1953,M,M,"$100,000 ",3,Partial College,Professional,Y
16587,ZACHARY,MARTINEZ,9/11/1953,M,M,"$120,000 ",3,Bachelors,Management,Y
16588,ANDRE,MARTINEZ,4/3/1953,M,M,"$130,000 ",4,Partial College,Professional,Y
16589,MARTIN,SURI,4/10/1953,M,M,"$130,000 ",5,Partial College,Professional,Y
16590,SHAWN,DENG,9/2/1953,M,NA,"$150,000 ",3,Bachelors,Management,Y
16591,CLARENCE,HE,10/27/1953,M,M,"$160,000 ",3,Bachelors,Management,Y
16592,JACQUELYN,GOMEZ,11/15/1952,M,F,"$80,000 ",4,Partial College,Professional,Y
16593,SUZANNE,HE,1/5/1952,M,F,"$120,000 ",4,Partial College,Professional,N
16594,ANDREW,JONES,3/4/1952,M,M,"$170,000 ",4,Bachelors,Management,N
16595,CAMERON,ANDERSON,7/19/1952,M,M,"$170,000 ",4,Bachelors,Management,Y
16596,GABRIELLE,CARTER,3/28/1951,S,F,"$70,000 ",5,Partial High School,Skilled Manual,Y
16597,KELLI,XU,3/15/1951,S,F,"$100,000 ",3,Partial College,Professional,Y
16598,KATE,RAI,11/3/1951,S,F,"$130,000 ",4,High School,Professional,N
16599,RAMÓN,CAI,5/17/1950,M,M,"$150,000 ",4,Bachelors,Management,Y
16600,JANET,SUAREZ,5/16/1948,S,F,"$90,000 ",4,High School,Management,Y
16601,TABITHA,RANA,2/9/1948,S,F,"$130,000 ",5,High School,Management,N
16602,JILL,TRAVERS,9/19/1948,M,F,"$150,000 ",4,High School,Management,Y
16603,SCOTT,SEELY,11/19/1947,M,F,"$110,000 ",4,Partial High School,Professional,Y
16604,ROY,SERRANO,1/4/1947,M,M,"$120,000 ",5,High School,Management,N
16605,TONI,RANDALL,11/10/1975,M,F,"$60,000 ",0,Bachelors,Professional,Y
16606,RICKY,BLANCO,11/9/1976,S,M,"$70,000 ",0,Bachelors,Professional,Y
16607,LOGAN,GONZALES,8/27/1975,M,M,"$70,000 ",0,Bachelors,Professional,Y
16608,RICKY,MARTIN,12/13/1975,S,M,"$70,000 ",0,Bachelors,Professional,Y
16609,GARY,JIMENEZ,8/13/1974,S,M,"$70,000 ",0,Bachelors,Professional,N
16610,SYDNEY,CLARK,6/23/1974,M,F,"$70,000 ",0,Bachelors,Professional,N
16611,DYLAN,RODRIGUEZ,1/16/1975,S,M,"$80,000 ",0,Bachelors,Professional,N
16612,EBONY,ASHE,8/22/1975,S,F,"$90,000 ",0,Bachelors,Professional,N
16613,CASSIE,SUTTON,4/8/1974,M,F,"$70,000 ",0,Bachelors,Professional,Y
16614,ALISON,SHEN,9/22/1973,M,F,"$80,000 ",0,Bachelors,Professional,Y
16615,KAITLIN,PATEL,2/8/1973,S,F,"$80,000 ",0,Bachelors,Professional,N
16616,KELVIN,LIANG,6/6/1974,S,M,"$90,000 ",0,Bachelors,Professional,N
16617,ALVIN,XIE,2/6/1974,M,M,"$100,000 ",0,High School,Management,Y
16618,CASSANDRA,SUBRAM,6/17/1974,M,F,"$110,000 ",0,Partial College,Management,Y
16619,WHITNEY,PEREZ,5/5/1974,M,F,"$120,000 ",5,Partial High School,Professional,N
16620,CAMERON,THOMPSON,5/16/1973,M,M,"$90,000 ",0,Bachelors,Professional,Y
16621,BIRGIT,SEIDEL,3/16/1973,M,F,"$100,000 ",0,High School,Management,N
16622,BYRON,NAVARRO,5/15/1973,S,M,"$100,000 ",0,High School,Management,Y
16623,ANDRES,LAL,9/4/1973,S,M,"$150,000 ",5,Bachelors,Professional,Y
16624,ALBERT,ALVAREZ,7/27/1972,S,M,"$90,000 ",0,Bachelors,Professional,N
16625,GRANT,DENG,5/22/1972,M,M,"$100,000 ",0,High School,Management,N
16626,NATHANIEL,MORGAN,7/18/1972,S,NA,"$100,000 ",0,High School,Management,Y
16627,CLAUDIA,CHEN,5/27/1971,M,F,"$80,000 ",0,Bachelors,Professional,Y
16628,FRANCISCO,PRASAD,4/19/1971,S,M,"$80,000 ",0,Bachelors,Professional,N
16629,ROSA,ZHENG,9/13/1972,S,F,"$110,000 ",0,High School,Management,Y
16630,JAIME,SUTTON,7/11/1972,M,M,"$110,000 ",0,High School,Management,Y
16631,HALEY,WARD,3/20/1971,S,F,"$90,000 ",0,Bachelors,Professional,Y
16632,RUBEN,ROMERO,5/17/1971,S,M,"$100,000 ",0,High School,Management,Y
16633,KELLI,BECKER,12/26/1971,M,F,"$100,000 ",0,High School,Management,Y
16634,JENNY,HU,2/16/1970,M,F,"$90,000 ",0,Bachelors,Professional,Y
16635,ERICK,SURI,2/14/1970,M,M,"$100,000 ",0,Partial High School,Professional,Y
16636,DANNY,GOMEZ,8/26/1970,M,M,"$110,000 ",0,High School,Management,Y
16638,DENNIS,YE,8/11/1971,M,M,"$110,000 ",0,Partial High School,Professional,Y
16639,RENEE,ROMERO,7/11/1971,S,F,"$110,000 ",0,Partial High School,Professional,Y
16640,COLIN,LAL,6/3/1971,M,M,"$130,000 ",0,Partial High School,Management,N
16641,JULIA,BAILEY,5/17/1941,S,F,"$70,000 ",5,Bachelors,Management,Y
16642,MASON,MITCHELL,11/7/1941,S,M,"$130,000 ",2,Bachelors,Management,N
16643,FERNANDO,WILSON,7/19/1941,S,M,"$170,000 ",1,Graduate Degree,Management,N
16644,LEONARD,GOEL,12/23/1941,M,M,"$170,000 ",1,Graduate Degree,Management,Y
16645,CHELSEA,SUBRAM,10/18/1942,M,F,"$80,000 ",5,Bachelors,Management,Y
16646,XAVIER,COLLINS,10/25/1942,M,M,"$100,000 ",2,Graduate Degree,Management,Y
16647,ANNA,ALEXANDER,10/18/1942,M,F,"$120,000 ",2,Graduate Degree,Management,Y
16648,RACHEL,COLEMAN,6/26/1942,M,F,"$130,000 ",2,Bachelors,Management,Y
16649,MAKAYLA,STEWART,2/7/1943,M,F,"$110,000 ",2,Bachelors,Management,Y
16650,KAITLYN,GREEN,9/3/1943,M,F,"$120,000 ",2,Graduate Degree,Management,Y
16651,ABIGAIL,MARTINEZ,9/26/1943,M,F,"$120,000 ",2,Bachelors,Management,Y
16652,NICOLE,RICHARDSON,8/6/1973,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y
16653,ISABELLA,PHILLIPS,4/16/1973,M,F,"$70,000 ",0,Partial College,Professional,Y
16654,HEATHER,ZHANG,3/18/1973,M,F,"$70,000 ",0,Partial College,Professional,Y
16655,DESTINY,TAYLOR,3/26/1976,M,F,"$60,000 ",0,Partial College,Professional,Y
16656,RONNIE,ZHANG,5/10/1955,M,M,"$80,000 ",2,High School,Skilled Manual,N
16657,ALVIN,SHE,3/21/1955,M,M,"$80,000 ",2,High School,Skilled Manual,N
16658,ASHLEE,RAJE,4/15/1955,S,F,"$80,000 ",2,High School,Skilled Manual,Y
16659,EMILY,JONES,12/3/1955,S,F,"$80,000 ",2,High School,Skilled Manual,Y
16660,LEE,BLANCO,6/3/1956,S,M,"$70,000 ",2,High School,Skilled Manual,N
16661,SHANE,RAMAN,4/15/1956,S,M,"$70,000 ",2,High School,Skilled Manual,Y
16662,STACEY,GAO,3/8/1957,S,F,"$70,000 ",2,High School,Professional,N
16663,ROSA,LU,10/9/1957,S,F,"$70,000 ",2,High School,Professional,N
16664,SOPHIA,NELSON,6/17/1958,M,F,"$130,000 ",0,Graduate Degree,Management,Y
16665,LINDA,SUAREZ,6/25/1958,S,F,"$130,000 ",0,Graduate Degree,Management,N
16666,TAYLOR,TORRES,4/9/1973,S,F,"$80,000 ",0,Bachelors,Management,N
16667,ALLISON,SANCHEZ,11/5/1974,S,F,"$30,000 ",0,High School,Professional,Y
16668,LEVI,MALHOTRA,7/18/1974,S,M,"$30,000 ",0,High School,Professional,N
16669,BENJAMIN,MARTINEZ,3/24/1974,S,M,"$60,000 ",0,Partial College,Professional,Y
16670,SARAH,WHITE,7/18/1974,S,F,"$60,000 ",0,Partial College,Professional,N
16671,MEGAN,WOOD,8/25/1974,S,F,"$60,000 ",0,Partial College,Professional,Y
16672,NICOLE,MARTINEZ,6/28/1974,S,F,"$60,000 ",0,Partial College,Professional,Y
16673,CURTIS,GUO,5/8/1974,S,M,"$60,000 ",0,Partial College,Professional,N
16674,RICARDO,YUAN,11/13/1959,M,M,"$130,000 ",0,Graduate Degree,Management,Y
16675,KRISTI,ARTHUR,6/17/1959,S,F,"$160,000 ",0,Graduate Degree,Management,N
16676,AMANDA,PERRY,3/26/1966,M,NA,"$130,000 ",0,Graduate Degree,Management,Y
16677,JACK,HUGHES,8/14/1966,M,M,"$130,000 ",0,Graduate Degree,Management,Y
16678,IAN,RAMIREZ,10/15/1957,M,M,"$70,000 ",2,Partial High School,Skilled Manual,Y
16679,AMBER,CARTER,10/5/1963,S,F,"$70,000 ",0,Bachelors,Professional,N
16680,CARLOS,EDWARDS,3/16/1963,M,M,"$70,000 ",0,Bachelors,Professional,N
16681,LOUIS,CHANDE,3/15/1967,S,M,"$80,000 ",5,Bachelors,Professional,Y
16682,KRISTY,RAMOS,7/9/1967,M,F,"$90,000 ",4,Bachelors,Professional,Y
16683,CHRISTY,RAI,3/5/1967,M,F,"$90,000 ",4,Bachelors,Professional,Y
16684,JOEL,PEREZ,11/18/1962,M,M,"$60,000 ",1,Bachelors,Professional,Y
16685,ROBIN,DOMINGUEZ,6/13/1962,S,F,"$60,000 ",1,Bachelors,Professional,Y
16686,KRISTINE,ALONSO,7/15/1962,M,F,"$60,000 ",1,Bachelors,Professional,Y
16687,LAWRENCE,ROMERO,4/11/1961,S,M,"$60,000 ",1,Partial College,Skilled Manual,N
16688,TABITHA,GOMEZ,10/4/1961,S,F,"$60,000 ",1,Partial College,Skilled Manual,N
16689,RAFAEL,SHEN,9/3/1961,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
16690,AIMEE,WU,11/2/1966,M,F,"$110,000 ",0,Graduate Degree,Management,Y
16691,PAULA,ROMERO,11/6/1966,S,F,"$110,000 ",0,Graduate Degree,Management,N
16692,JAY,DIAZ,4/17/1960,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
16693,ETHAN,COLEMAN,7/23/1960,M,M,"$60,000 ",1,Partial College,Skilled Manual,Y
16694,MANDY,SUN,5/10/1960,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
16695,DWAYNE,SERRANO,4/27/1959,M,M,"$90,000 ",1,Bachelors,Professional,Y
16696,CLAUDIA,ZENG,2/11/1965,S,F,"$70,000 ",0,Bachelors,Professional,N
16697,WYATT,HENDERSON,5/3/1965,S,M,"$80,000 ",5,Bachelors,Professional,Y
16698,MALLORY,GILL,8/9/1964,S,F,"$70,000 ",0,Bachelors,Professional,N
16699,DOMINIC,KAPOOR,8/28/1959,M,M,"$100,000 ",5,Bachelors,Professional,Y
16700,BILLY,GILL,6/21/1963,S,M,"$70,000 ",0,Bachelors,Professional,N
16701,LAURA,ZHENG,7/17/1963,S,F,"$70,000 ",0,Bachelors,Professional,N
16702,PATRICIA,RAMAN,3/16/1962,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
16703,DENISE,SANCHEZ,5/5/1962,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y
16704,KARLA,CHAVEZ,6/2/1961,M,F,"$70,000 ",5,Partial College,Skilled Manual,Y
16705,JACQUELINE,WOOD,7/11/1958,M,F,"$80,000 ",5,Bachelors,Professional,N
16706,JENNY,SHAN,5/10/1958,M,F,"$80,000 ",5,Bachelors,Professional,Y
16707,DERRICK,SERRANO,4/7/1958,S,M,"$90,000 ",2,Bachelors,Professional,Y
16708,KELLIE,SANZ,10/11/1958,S,F,"$90,000 ",2,Bachelors,Management,N
16709,ROY,ALVAREZ,6/16/1936,M,M,"$30,000 ",2,Partial College,Clerical,N
16710,CARLA,ARTHUR,9/15/1960,M,F,"$70,000 ",5,Partial College,Skilled Manual,Y
16711,JORGE,ZHAO,2/2/1960,M,M,"$70,000 ",5,Partial College,Skilled Manual,Y
16712,SUZANNE,LU,10/24/1956,S,F,"$70,000 ",1,Partial College,Skilled Manual,N
16713,TONY,NARA,11/6/1953,M,M,"$40,000 ",2,Bachelors,Management,Y
16714,DALTON,NICHOLLS,8/10/1976,M,M,"$30,000 ",0,High School,Skilled Manual,Y
16715,KATELYN,RAMIREZ,9/21/1976,M,F,"$30,000 ",0,High School,Skilled Manual,Y
16716,JOSE,HENDERSON,2/3/1976,S,M,"$30,000 ",0,High School,Skilled Manual,N
16717,MASAKI,UMEDA,4/11/1975,M,F,"$40,000 ",0,High School,Skilled Manual,Y
16718,GAVIN,STONE,7/26/1975,S,M,"$40,000 ",0,High School,Skilled Manual,Y
16719,TREVOR,RUSSELL,1/11/1975,S,M,"$40,000 ",0,High School,Skilled Manual,Y
16720,MORGAN,PERRY,11/17/1980,S,F,"$30,000 ",0,High School,Skilled Manual,Y
16721,XAVIER,SANDERS,9/3/1980,M,M,"$30,000 ",0,High School,Skilled Manual,N
16722,SEAN,GRAY,6/27/1980,S,M,"$30,000 ",0,High School,Skilled Manual,Y
16723,BARBARA,ZHAO,9/14/1980,M,F,"$30,000 ",0,High School,Skilled Manual,Y
16724,GABRIEL,YANG,5/16/1980,S,M,"$30,000 ",0,High School,Skilled Manual,N
16725,JACOB,WILLIAMS,6/21/1980,M,M,"$30,000 ",0,High School,Skilled Manual,Y
16726,MIGUEL,WOOD,5/26/1979,M,M,"$30,000 ",0,High School,Skilled Manual,Y
16727,CHARLES,JOHNSTON,11/17/1980,S,M,"$40,000 ",0,High School,Skilled Manual,N
16728,COLE,MORRIS,1/21/1980,M,M,"$40,000 ",0,High School,Skilled Manual,Y
16729,TOMMY,NARA,6/13/1937,M,M,"$30,000 ",2,Partial College,Clerical,N
16730,MARIAH,LONG,10/1/1937,M,F,"$30,000 ",2,Partial College,Clerical,N
16732,NATALIE,FLORES,6/25/1978,S,F,"$40,000 ",0,High School,Skilled Manual,N
16733,DOUGLAS,SRINI,9/6/1938,M,M,"$40,000 ",2,Bachelors,Management,Y
16734,EMMA,MARTINEZ,3/23/1938,S,F,"$40,000 ",2,Bachelors,Management,Y
16735,MELISSA,HAYES,6/6/1977,S,F,"$40,000 ",0,High School,Skilled Manual,N
16736,KELLY,ALEXANDER,9/20/1977,S,F,"$40,000 ",0,High School,Skilled Manual,N
16737,STEVEN,SELIKOFF,5/2/1979,S,F,"$40,000 ",0,High School,Skilled Manual,Y
16738,RAMON,LU,9/3/1939,M,M,"$30,000 ",2,Partial College,Clerical,N
16739,CORY,WEBER,6/27/1939,M,M,"$40,000 ",2,Bachelors,Management,Y
16740,ELIJAH,LI,10/26/1940,M,M,"$40,000 ",2,Bachelors,Management,N
16741,ALAN,XU,9/7/1940,M,M,"$40,000 ",2,Bachelors,Management,N
16742,MITCHELL,PAL,11/12/1940,M,M,"$40,000 ",2,Bachelors,Management,N
16743,ARIANA,STEWART,5/20/1942,M,F,"$40,000 ",2,Bachelors,Management,Y
16744,LACEY,GUO,6/15/1942,M,F,"$40,000 ",2,Bachelors,Management,Y
16745,KRISTA,MORENO,11/24/1942,S,F,"$60,000 ",2,Graduate Degree,Management,N
16746,BRIANNA,PETERSON,11/5/1976,S,F,"$40,000 ",0,High School,Skilled Manual,N
16747,ALEXANDER,DAVIS,6/14/1975,S,M,"$40,000 ",0,High School,Skilled Manual,N
16748,PATRICK,PETERSON,6/1/1975,S,M,"$40,000 ",0,High School,Skilled Manual,Y
16749,AARON,COLEMAN,5/10/1974,S,M,"$30,000 ",0,Partial College,Skilled Manual,Y
16750,SETH,SANDERS,5/11/1974,M,M,"$30,000 ",0,Partial College,Skilled Manual,Y
16751,AARON,SCOTT,12/13/1973,M,M,"$60,000 ",0,Partial College,Skilled Manual,Y
16752,MASON,WRIGHT,2/27/1973,S,M,"$60,000 ",0,Partial College,Skilled Manual,Y
16753,RACHEL,HARRIS,2/23/1972,S,F,"$70,000 ",0,Partial College,Skilled Manual,Y
16754,ALEX,BELL,12/5/1972,S,M,"$80,000 ",0,Bachelors,Management,Y
16755,OLIVIA,JAMES,7/26/1972,M,F,"$80,000 ",0,Bachelors,Management,Y
16756,RICHARD,ALLEN,9/18/1968,M,M,"$80,000 ",0,Bachelors,Management,N
16757,MACKENZIE,COX,7/3/1967,M,F,"$110,000 ",0,Graduate Degree,Management,Y
16758,JUSTIN,PERRY,11/18/1967,M,M,"$110,000 ",0,Graduate Degree,Management,Y
16759,JASMINE,BELL,7/3/1967,M,F,"$110,000 ",0,Graduate Degree,Management,N
16760,SYDNEY,ALEXANDER,8/11/1959,S,F,"$60,000 ",4,Graduate Degree,Skilled Manual,N
16761,ANGEL,WARD,12/12/1972,S,M,"$40,000 ",4,Partial College,Clerical,Y
16762,FRANKLIN,FERRIER,7/26/1972,M,M,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
16763,JUAN,SUAREZ,11/4/1973,M,M,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
